epoch,train_loss,test_loss,test_f1,test_iou
1,1.23199,2.36398,0.32434,0.31448
2,0.87573,0.47857,0.33382,0.32975
3,0.77346,0.41299,0.33152,0.32972
4,0.76303,2.4539,0.23304,0.17421
5,0.76456,0.40199,0.33393,0.33013
6,0.74884,0.57246,0.3286,0.30569
7,0.73693,0.55355,0.32328,0.29126
8,0.72938,0.54218,0.33171,0.30598
9,0.72922,0.52373,0.33216,0.30321
10,0.71051,0.56757,0.32612,0.29347
