epoch,train_loss,test_f1,test_iou
1,0.50828,0.3326,0.33187
2,0.4184,0.33333,0.33332
3,0.40888,0.33333,0.33333
4,0.40115,0.33333,0.33333
5,0.39663,0.33333,0.33333
6,0.39025,0.33333,0.33333
7,0.38737,0.33333,0.33333
8,0.38501,0.33333,0.33333
9,0.38257,0.33333,0.33333
10,0.38211,0.33333,0.33333
11,0.37795,0.33333,0.33333
12,0.37525,0.33333,0.33333
13,0.37431,0.33333,0.33333
